,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
186938,127319.0,-1.110330099,0.374943933,1.379602108,-1.678292197,-1.630566542,0.271700138,-1.582681175,1.096131805,-0.839689956,-0.081929822,0.145216889,0.166569984,0.715431563,-0.254855248,-0.260299546,1.921515187,-0.041430313,0.163361732,1.010101908,-0.084298033,0.651358281,1.54676263,-0.181595161,-0.284472425,-0.449560612,-0.052660154,-0.313228878,0.015782809,7.49,0
249167,154278.0,-1.600211299,-3.488130181,-6.459302807,3.246815663,-1.614607699,-1.260374549,0.288223322,-0.048963991,-0.734974618,-4.441484081,2.944374842,-3.805468984,-2.102226835,-6.106183273,-0.6417364,-1.555962896,-2.084067071,0.394247353,0.083379723,3.189354896,1.191174807,-0.967141445,-1.463420524,-0.624230851,-0.176461532,0.400348351,0.152946864,0.477774925,1504.93,1
93941,64657.0,-0.484011466,0.91219044,1.262263323,-0.309859708,0.444885953,0.321341621,0.79285216,0.15929452,-0.941697128,-0.354643518,1.94286334,1.174072335,0.470267755,0.39384086,0.477399164,-0.292903064,-0.048020159,-1.218318748,-0.198300568,-0.07771137,-0.301480434,-0.956396489,0.179479303,-0.305218612,-0.532086721,-0.036405622,-0.113939162,-0.004290279,34.9,0
238181,149563.0,-5.911744878,5.721502844,-4.173543201,-1.097110015,-2.13276775,-1.741038017,-1.346254442,2.528573068,1.915003393,3.459812615,-1.223672218,1.874778985,1.757014955,0.971153993,0.349735091,-0.172186327,0.431033829,-0.125304936,-0.55791156,1.443767299,0.215026534,1.074492325,0.422161417,-0.012354277,0.183750912,-0.187848774,0.872056938,0.631510906,1.79,0
41171,40567.0,1.250808675,-0.111161549,0.553968055,0.566403178,-0.763666498,-0.698221607,-0.218803222,-0.069511221,0.840544468,-0.276435725,-0.884292272,0.059435067,-0.873506521,-0.043193504,-0.251758199,-0.355774436,0.181893946,-0.516031861,0.327172026,-0.172792713,-0.110229269,-0.092417948,-0.064676437,0.452420454,0.513456441,0.67423751,-0.037663833,0.004237023,1.0,0
258612,158734.0,-3.385850194,3.249001722,-2.246491588,0.993332953,-0.729693876,0.94788934,-2.819625191,-3.795862591,-1.957583842,-1.777189298,-1.411262441,0.757029074,1.221392625,0.910288004,1.899889126,0.319756154,2.024814459,1.134783358,2.30731943,1.263421261,-2.225798438,1.282028394,-0.045040214,0.039098585,0.60597298,1.199835825,-0.763544614,-0.077491533,37.69,0
250977,155153.0,2.127415656,-0.757971369,-1.753014839,-0.485526254,-0.165073119,-0.74043396,-0.07560846,-0.296459427,-0.518082611,0.896228354,-1.428860281,-0.500363994,-0.441699434,0.374905496,-0.10306311,-1.663514354,-0.022852817,0.727053841,-0.467782456,-0.53348717,-0.503591796,-1.016354491,0.238397353,0.449725641,-0.149578868,0.500160085,-0.091096994,-0.055322548,56.5,0
41035,40506.0,-1.895778961,1.468528368,1.656865984,1.373024591,-0.913058599,0.268540592,-0.499930626,0.927922974,-0.079225008,-0.646941079,-0.848053814,0.851631446,0.125392764,0.00844254,-0.567365623,-1.106192648,1.15751179,-0.73437504,0.5179903,-0.336666148,0.136045569,0.308933422,-0.298177058,0.444188003,0.381294287,-0.193281645,-0.617619544,-0.10441124,9.5,0
111654,72316.0,1.170791979,-0.548906232,1.07667805,0.806561965,-1.050091237,0.542327529,-0.867070744,0.266983495,-0.515200936,0.710213571,0.867397208,1.337620025,0.353840573,-0.414607797,-1.615533296,-2.20651089,0.496634648,0.834487623,-0.80733099,-0.57430928,-0.376893153,-0.262264193,0.018053614,0.214734681,0.4590445,-0.287427328,0.098043001,0.020224436,9.5,0
56299,47357.0,1.240124888,0.179489662,-0.204826178,0.261569042,0.406078119,0.384779757,-0.133649134,0.174386377,-0.100191823,-0.149181335,0.750981056,0.442992928,-0.012167575,-0.063710765,0.768880326,0.739990826,-0.382826931,0.171383164,0.173388852,-0.072515557,-0.285194136,-0.849338281,0.000530976,-1.198406328,0.255297931,0.179572529,-0.015344939,0.005750185,8.07,0
474,351.0,1.205443827,0.008466986,0.95378232,1.141093019,-0.491215003,0.297302604,-0.503912858,0.084948223,0.796497028,-0.231653214,-1.367844037,0.741580897,1.186677803,-0.609098787,0.128890508,0.2751691,-0.609740709,0.087582366,0.096348015,-0.035563255,-0.103663342,-0.046172632,-0.123765481,-0.430028603,0.55922154,-0.360379212,0.077359414,0.032499077,12.99,0
110521,71859.0,1.222973383,0.071124111,0.02485511,1.213293545,0.114789106,0.253909798,-0.057091666,0.127344998,0.589753645,-0.07642845,-1.557469441,-0.593284399,-1.577399761,0.33265407,0.141221082,-0.40451859,0.05032205,-0.510049721,-0.041159063,-0.266247393,-0.175297027,-0.339994745,-0.146883652,-0.80208949,0.720952841,-0.254827364,0.028511497,0.003941503,8.12,0
172383,121078.0,1.97216689,-0.299617818,-0.19225061,0.520976507,-0.696330217,-0.589856104,-0.4911583,-0.153347253,1.236147625,-0.211232265,-0.717424348,1.305930889,1.649122193,-0.502631706,0.304780623,-0.001939535,-0.581534999,0.004523872,-0.248302778,-0.120596096,0.213218233,0.945506709,0.100536689,0.113794593,-0.046903794,-0.221077709,0.051523826,-0.03258676,11.5,0
18773,29753.0,0.26961409,3.549755129,-5.810353445,5.809369574,1.538807934,-2.269219136,-0.824203333,0.351069915,-3.759059456,-4.592389806,5.47939151,-5.657857541,-2.64807609,-10.38488974,-0.225946408,-0.701882909,0.409735841,0.939603694,-1.954299955,0.310524633,0.371121111,-0.32228952,-0.549855883,-0.520628959,1.378210387,0.564714293,0.553254714,0.402400009,0.68,1
224097,143650.0,1.965405426,-0.149085974,-0.197602249,1.340900625,-0.653745349,-0.584850816,-0.512344267,-0.036132641,0.987778519,0.243115615,-1.01275115,-0.036522133,-0.423458532,0.109023517,0.833515317,0.481574852,-0.755256942,0.406560827,-0.760916267,-0.293894541,0.216493059,0.766738456,0.149377605,0.01580196,-0.106909304,-0.56200521,0.0543065,-0.031536109,2.0,0
219540,141767.0,0.036812131,0.904162153,0.308159649,-0.598840726,0.502690576,-1.032517699,1.028841921,-0.215513517,-0.13759637,-0.435028099,-0.771582993,0.484888362,0.619717326,-0.00422282,-0.423265638,-0.181202561,-0.387027002,-0.913470994,-0.159354037,-0.009627668,-0.24861347,-0.497548877,0.064434333,-0.003065911,-0.484319093,0.14143313,0.255012972,0.098088473,0.89,0
154720,102676.0,-5.552122171,5.678133913,-9.77552798,8.416295394,-4.409843819,-1.506235355,-6.899838797,3.750442897,-3.879792558,-6.86416436,7.05106509,-10.13752919,2.815439815,-9.909168054,-0.262229551,-5.022557177,-8.522974872,-2.012939062,1.525732441,-0.064780137,1.128472231,0.228484047,0.286257667,-0.536294098,-0.104924889,0.420919229,-0.297556885,-0.946184387,119.74,1
194342,130541.0,-0.719189027,0.252359482,1.744852735,-2.31410236,-0.390006585,-0.718483901,0.227851295,0.024238971,-0.861327806,-0.21504775,-1.031272301,-1.191769007,-0.579028634,-0.457003234,-0.400076536,1.185974694,0.061847015,-1.276454874,-0.100073666,0.129543551,0.162057701,0.489388515,-0.453636482,-0.010550452,0.731783178,-0.115355226,0.254315247,0.10462397,5.2,0
249607,154493.0,-7.381546986,-7.449015159,-4.696286524,3.72843915,6.198304347,-6.406266634,-5.83145156,1.457174919,-0.64620258,-4.02912872,2.528943021,-3.308721722,-1.992009689,-5.757216082,-0.877323474,-1.547551823,-1.909016786,0.50056747,0.136722438,2.932758126,1.176574848,-0.978692051,-0.278330343,-0.635873794,0.12353944,0.404729308,0.704914654,-1.229991682,35.0,1
15911,27345.0,1.092503264,0.046321996,0.330212705,0.434510493,-0.277610224,-0.472367159,0.104751574,0.036134467,-0.291084319,0.044031206,1.847361607,0.877939986,-0.585807415,0.759692419,0.535261768,0.093873811,-0.196550164,-0.842637856,-0.054698971,-0.079567051,-0.391457044,-1.313704417,0.278804731,0.18397375,-0.089907166,-0.026663984,-0.049687624,0.011330218,44.9,0
165169,117245.0,-1.490596758,-1.677415401,0.956999218,-1.45956969,2.17204834,-2.383046976,-0.239644134,-0.442726516,-1.343035207,0.248715461,-0.62488712,-0.159248025,1.182468009,-0.482543024,-0.745549444,0.407378144,0.192056111,-1.833829582,0.740393956,0.714443216,0.210144464,0.197850623,0.068413249,0.083389648,0.263450651,-0.306240731,-0.15957207,-0.071613848,15.0,0
154960,103808.0,-4.517343753,2.500223904,-4.013927537,1.189451634,-2.486860636,-1.413475533,-4.245706623,1.265086948,1.16882779,-4.513906605,3.69471124,-6.110443233,-0.110521636,-4.184555281,-0.931034634,-1.614718326,-3.353180182,0.236762037,0.003896022,-1.05616226,1.326944222,0.102998961,0.508166904,-0.278017536,0.139721095,0.064610025,-0.972358289,0.351359561,2.27,1
154180,100903.0,0.055924471,0.221245045,1.369328631,-0.783987459,0.009784402,0.711597178,-0.015957532,0.036126304,2.125538145,-0.581365016,0.675069676,-2.728944241,0.826637528,1.078981829,-0.851653275,1.039327116,-0.626217993,1.243520721,-0.115099811,-0.157740544,-0.097967767,0.121862521,-0.065411664,-1.109542526,-0.85721992,0.376909684,-0.257106009,-0.206744369,39.0,0
222072,142806.0,1.683032611,-1.886025636,0.287129883,-1.31839828,-2.145974093,-0.164243886,-1.397152553,0.216233111,4.195295226,-1.714995801,-1.604997564,1.070843538,-0.80163294,-1.009376829,-0.478534319,-1.256889718,0.420375284,0.439083411,1.282343214,0.008674953,0.210169277,0.98682415,-0.0514608,0.108825581,-0.082165229,-0.671513555,0.124880096,-0.001390494,148.49,0
4551,3871.0,-0.566315288,0.621742534,2.141567321,0.571722441,0.209164211,0.138767462,0.599055379,-0.120860449,0.962735262,-0.560444744,1.539182898,-2.445746603,0.592639489,1.472222177,-1.258213209,-0.436344011,0.647600023,0.526787891,1.326629174,0.150354858,-0.33067704,-0.540268805,-0.24388147,-0.05471901,0.230513998,0.341030809,-0.179106123,-0.173859083,38.12,0
146735,87854.0,-0.515019252,-0.33959452,1.52965419,1.283963408,-0.654336408,0.171597799,0.283211731,0.171294693,0.324789033,-0.396085381,-1.092598791,-0.221179693,-0.123530351,-0.181544086,1.032844269,0.178389285,-0.411895813,0.637319787,0.120795108,0.453713978,0.309637687,0.576475008,0.51651735,-0.077782873,-0.519250772,-0.601416269,0.102747322,0.110000367,201.98,0
74977,55840.0,1.405586348,-1.215445519,-0.116340627,-1.610201453,-0.947711638,0.064802548,-0.955179318,0.050534482,-2.071879328,1.588486743,0.710369421,-0.719953785,-0.178967659,0.102846772,0.183115597,-0.372747552,0.364191756,0.316409044,-0.062669569,-0.279164324,-0.094005155,-0.002952922,-0.134275507,-0.679777132,0.469911215,-0.063336058,0.018328755,0.001845146,60.0,0
44754,42071.0,1.393893079,-0.583400728,0.441527446,-0.842447974,-1.033240319,-0.566783722,-0.76482548,0.05739568,-0.781773627,0.819965297,0.970891861,-0.717037489,-1.286545802,0.297689197,0.263521811,1.581879186,-0.059069495,-0.809221538,1.041440213,-0.012694435,-0.086270756,-0.458976062,0.102539032,-0.06240657,0.198609112,-0.471385237,-0.002040547,0.005200716,4.13,0
196801,131700.0,-1.032190132,1.590386457,-1.299140505,-1.431132091,1.09282803,-1.126666127,1.53693001,-0.200581858,0.208449122,0.937726494,0.768049363,0.158240305,-1.124191387,0.772117834,-0.682737925,-0.486697299,-0.659996956,0.166410807,0.048142475,0.364424431,0.141304536,0.850136991,-0.093484971,0.780898386,-0.122277019,0.058087926,0.823115034,0.519461665,15.33,0
229585,145980.0,2.11152679,0.020622109,-1.328536244,0.242232905,0.303328663,-0.788894671,0.254311243,-0.361236993,0.401152047,0.037811491,-1.147775,0.869918674,1.424883002,-0.012723713,-0.045460349,0.03820649,-0.610132874,-0.796242081,0.398153056,-0.122207073,-0.320336694,-0.724917512,0.239746339,-0.620781932,-0.164277972,0.234615112,-0.063569095,-0.064250236,1.98,0
148611,90077.0,-0.466984714,0.443127756,1.306739082,-0.726614357,0.312558747,0.053198828,0.123851405,-0.012546266,1.973556419,-1.258659756,-0.275555584,-2.303727881,2.055682665,1.007834791,-0.60623736,-0.005263458,0.142319557,0.556050025,-0.461108707,-0.150242668,0.198377007,0.958441737,-0.184467312,0.608713816,-0.46961815,0.032287482,0.046001849,0.196729647,24.89,0
271724,164711.0,2.059668344,-0.157848476,-1.091976372,0.433221991,-0.279867224,-1.253865933,0.085894356,-0.25227532,0.763262119,0.116200826,-0.983622943,-0.339583564,-1.406222947,0.568371504,0.200569824,-0.038837199,-0.200880705,-0.692242684,0.152527596,-0.317817624,-0.305274951,-0.817995641,0.35852005,0.006120713,-0.349449287,0.200252992,-0.080414892,-0.0629166,2.28,0
181416,124963.0,2.011246733,-0.236757586,-1.676957783,0.504940174,0.011065536,-1.349405344,0.426735681,-0.353637121,0.633518765,0.135334594,-1.125801981,-0.539786301,-1.830554768,0.765825568,-0.208233135,-0.543533384,0.084390104,-0.720572843,0.126774454,-0.283307035,-0.027753683,-0.018743993,0.073760956,0.003468587,0.093047569,0.565838407,-0.111293647,-0.074890459,39.95,0
81609,59011.0,-2.32692237,-3.34843873,-3.513407961,3.17505971,-2.815137034,-0.203362788,-0.89214443,0.333225703,-0.802005229,-4.350685312,3.064245841,-2.718730632,0.068787703,-5.586873126,-0.966076478,-2.502049417,-4.460494632,-0.870525745,0.595629104,3.209170944,1.226648399,-0.695902073,-1.478490211,-0.0615526,0.236155012,0.531910616,0.302324354,0.536375348,1389.56,1
70834,54037.0,0.257081961,-2.670117467,0.441443445,-0.082996905,-1.995280774,0.356810287,-0.539028473,0.111897867,-0.069513775,0.313459721,0.492072535,0.021590638,-0.524273078,-0.485568712,-1.216574079,1.134637659,0.37351175,-0.747725194,1.157496865,1.150004604,0.358377391,-0.107913303,-0.524841026,0.037736087,0.173354349,-0.297414024,-0.05845472,0.106176026,560.6,0
279486,168898.0,2.181997811,-0.579053238,-1.538681734,-1.017073459,-0.063009856,-0.199067188,-0.701446034,0.023031546,-0.480917196,0.380680022,0.864078036,-0.057680591,0.268134748,-1.362299368,-0.497132154,1.853070145,0.673250448,-0.666974039,1.193969759,0.062315342,-0.334210361,-1.039435553,0.403566837,-0.069286185,-0.45657427,-0.689691774,-0.002037047,-0.026483262,11.0,0
111475,72241.0,1.256647006,-0.993634162,1.070081216,-0.445200623,-1.754050089,-0.49945905,-1.146656052,0.050082441,0.044434856,0.512140099,-0.730716165,-0.980318805,-0.719573228,-0.509962567,0.471920554,1.237430738,0.366959273,-0.894992934,0.451332257,0.11788686,0.327523908,0.855656553,-0.137809992,0.4210187,0.405817759,-0.048780481,0.0337439,0.032589157,62.0,0
228241,145416.0,0.278831182,-0.101628099,-0.656702157,0.211472603,1.793593261,4.453340567,-0.399755849,1.043028954,-0.157211381,0.204060367,-0.071235072,-0.205366812,0.214761575,0.267583796,2.346442595,-0.653118764,0.133714096,0.560220131,2.013010296,0.520807358,0.444189081,1.210857117,0.421500209,0.759980069,-1.627583966,0.611445554,0.322212711,0.300053675,118.0,0
75978,56340.0,0.85111405,-1.526207354,0.18571282,-0.465272924,-1.596405517,-0.796799637,-0.465069427,-0.03780426,-0.701826486,0.760073941,1.198221243,-1.05596235,-2.093212039,0.514037476,0.302079466,1.361627906,0.197827245,-0.400785477,0.545162794,0.465855205,0.546820061,0.807222887,-0.364646871,0.542492544,0.436207649,-0.047011961,-0.061029878,0.045136774,271.71,0
106998,70229.0,0.315641749,1.636777962,-1.519649883,4.028570999,-1.186794267,-0.7898131,-2.279807405,0.472987927,-1.657635003,-2.894990401,1.601985383,-2.824945625,1.269203636,-5.591363689,-0.974827287,-2.737795496,-4.961534316,-2.224797408,-0.13611727,0.388884849,0.34592075,-0.108001595,-0.165441942,0.27989458,0.808783093,0.117362633,0.589594903,0.309064074,3.79,1
95561,65371.0,-0.913830754,0.405150147,2.368282906,0.305722675,0.571480994,-0.635278327,0.889697935,-0.47925259,-0.768083119,0.261736762,1.903869667,0.93034122,0.853895394,-0.210001205,0.567941954,-0.136724359,-0.560257078,0.013005584,1.033609359,0.215960311,-0.240925426,-0.313757329,0.179829016,0.548885342,0.045929964,0.142454179,-0.380210961,-0.412359239,0.89,0
172636,121181.0,0.157760588,0.783034907,-1.960830129,-1.304677195,3.201836444,3.125853733,0.35041821,0.847886577,-0.133568063,-0.750556203,0.226412118,-0.295927207,-0.298797932,-0.621809017,1.116201321,-0.044786672,0.356335778,0.582449251,-0.322070959,0.099916137,0.258333957,0.87759099,-0.157749828,0.6333764,-0.290931374,-0.11797853,0.406991132,0.184415066,4.49,0
105214,69413.0,1.106043992,0.118073622,0.521779572,1.081735888,-0.526022419,-0.690208447,0.002222037,-0.015799212,-0.099351217,0.172712406,1.375147285,0.545551523,-0.889037054,0.709984593,0.400255181,0.353693244,-0.604816682,0.369940253,-0.165538175,-0.114236173,0.023361407,-0.063999956,-0.028325691,0.509053031,0.444216082,-0.470156742,0.00675998,0.022052618,40.0,0
235048,148224.0,-1.141609674,0.556002013,1.513452094,3.298070833,2.636760166,0.450831669,0.57118751,-0.104017934,-2.055343593,1.046803978,-1.727653317,-0.378428263,1.504983224,-0.361129909,-0.440688451,0.300763851,-0.788716403,0.206073454,-0.201835991,0.492725325,0.290347919,0.774523378,-0.530038183,0.096857391,1.051187485,0.525205458,-0.17223752,-0.140554831,10.62,0
70404,53854.0,1.017708302,-0.352196116,1.553681297,1.674749429,-1.026478803,0.9307798,-0.934867646,0.541963131,1.302039656,-0.225908269,0.56382315,1.212632605,-1.270460357,-0.48816751,-2.173571204,-0.830345865,0.574565391,-0.532675638,0.246550312,-0.269455463,-0.208233984,-0.163596546,0.049412834,0.213566521,0.363942774,-0.405273616,0.097080415,0.020484012,4.95,0
224727,143934.0,-5.71899793,-5.788359862,-0.22073734,0.324389504,5.280845959,-3.567975483,-2.146524292,0.656593076,-0.502391453,-1.044251585,-1.732783665,0.194157377,0.691910088,0.87453669,0.355296067,0.582429207,-0.700520234,0.289454554,-0.589869932,1.864622008,0.815861395,-0.237748539,-0.549783027,0.165590141,1.025843172,0.767956881,-0.111164454,-1.051210577,59.0,0
164237,116563.0,2.009023729,0.072900693,-0.856178452,0.571119727,-0.437620457,-1.824880977,0.286153792,-0.497301595,0.439181557,-0.015800244,0.250540181,1.068778284,0.818824487,0.332331043,0.611058334,-0.481955241,-0.247732472,-0.423711458,-0.59727554,-0.216790774,0.328156049,1.157709612,0.099903304,0.993883724,0.165296604,-0.162148482,-0.009041011,-0.046610766,1.0,0
264726,161563.0,-0.311672203,1.264067101,-0.614664333,-0.053885229,0.20368836,-1.425840926,0.629830914,0.134070125,-0.599375199,-0.976952844,1.653217389,1.041415144,0.392171264,-0.504755305,-0.138734319,0.18820657,0.602992763,1.018302147,-0.110080982,-0.217598635,0.454710907,1.260069494,-0.129443274,0.495751504,-0.471555353,-0.223923647,-0.091360934,0.035123553,17.48,0
253171,156120.0,-3.112014578,2.674697451,-2.63852585,-1.995724807,0.955556913,3.401688269,-1.863656986,2.938985669,0.612921579,-0.739442961,-0.356695021,0.63726801,-0.007094417,-0.265646597,0.757600618,0.949247289,0.957756845,0.346446845,-0.583792982,-0.032441016,-0.112976976,-0.850193067,0.285863219,0.540382555,0.053603709,-0.301435816,-0.863236854,-0.260549581,1.54,0
249085,154241.0,2.058912848,-1.156639484,-0.977419213,-0.923683504,-0.561308063,0.043752466,-0.764922581,-0.058918053,0.100059664,0.584934894,-1.449326387,-0.231374248,0.83323103,-0.674228239,-0.421376543,1.144388685,0.055249182,-1.635380034,1.176302367,0.207469284,-0.210273842,-0.719033108,0.289666164,0.015163326,-0.372677298,-0.573231986,-0.008819623,-0.027872899,93.7,0
141260,84204.0,-1.92745282,1.827620567,-7.019494685,5.34830324,-2.73918788,-2.107219296,-5.015847976,1.20586816,-4.382712509,-8.337706974,7.190306089,-9.42484446,-0.223292646,-12.87549422,-0.071918161,-6.299961398,-12.71920716,-3.740176156,0.84405961,2.172709056,1.376938323,-0.792016726,-0.771414188,-0.379574272,0.718716522,1.111151256,1.277707257,0.819081152,512.25,1
106468,69978.0,-0.3756677,1.013966397,1.164664032,-0.120316999,0.208458917,-0.489288598,0.565837827,0.123893875,-0.555955501,-0.328184991,1.108098428,0.234655863,-0.410895427,-0.151499349,0.273183991,0.698238006,-0.332678135,0.526682723,0.324968727,0.112310394,-0.236800787,-0.679331447,-0.053442241,-0.062130437,-0.16233334,0.07637634,0.236765689,0.084179094,5.55,0
144078,85849.0,1.335053154,0.331464026,-2.057762777,-0.346175355,2.583233822,2.854101997,-0.187547337,0.68515377,-0.286614069,-0.535902735,0.332848418,-0.268318739,-0.127614196,-0.868299961,1.128538982,0.786506054,0.316435261,0.587856253,0.049350083,0.045217441,-0.191819983,-0.650117796,-0.114069464,0.9159356,0.73007304,0.383879418,-0.031902304,0.029849341,0.76,0
123947,77123.0,-1.845733869,1.291963425,0.658102169,-0.215486634,0.318404945,0.200152271,-0.114581498,-1.4240113,0.060828671,0.454408058,1.33396536,0.305891939,-0.706717016,-0.228745668,0.603570909,0.417076311,0.033538394,0.086949414,-0.026237218,-0.475687402,1.227290242,-1.081609487,0.497228859,-0.409663581,-0.101699463,0.10747545,0.113876277,0.172068761,7.18,0
280149,169351.0,-0.676142671,1.126366062,-2.213699523,0.468308388,-1.120541044,-0.003346296,-2.234739296,1.210157964,-0.65224992,-3.463890879,1.794968969,-2.77502154,-0.418950144,-4.057162377,-0.712615969,-1.603014747,-5.035325917,-0.506999884,0.26627232,0.247967753,0.751825538,0.83410769,0.190943873,0.032070086,-0.739694823,0.471110963,0.385107449,0.194361479,77.89,1
121245,76123.0,-0.939581313,1.232830495,-1.042019693,-1.54993632,2.282418699,3.017251007,-0.199861027,1.320181386,-0.223911803,-0.385471861,-0.229380126,-0.095762785,-0.079637512,-0.09087361,0.591454365,1.103890421,-0.63976026,0.246173056,-0.544900735,0.095550552,-0.268864387,-0.999397891,0.071477556,0.921859199,-0.183544144,-0.096783993,0.116685639,0.084174551,3.56,0
123526,76966.0,1.638037834,-0.953056683,-0.132900673,-1.659365787,-0.859703532,-0.227719251,-0.955746878,-0.155509494,-1.743519152,1.448662329,-1.735238634,-1.358722953,0.707883394,-0.387137904,0.672139881,0.007117651,0.001486009,0.41698209,0.286520288,-0.306108293,-0.313080234,-0.478829844,-0.128376797,-1.028690527,0.577058755,-0.118760345,0.029800665,0.005029207,3.34,0
275454,166540.0,-0.007174796,0.842889316,0.358117341,-0.694195412,0.48771304,-0.757907477,0.913590887,-0.058434342,-0.361021029,-0.258684335,0.954547187,1.05106034,0.238497493,0.253135494,-1.099267618,0.004012364,-0.591174718,-0.411268037,0.100233879,-0.021221787,-0.195204485,-0.39217518,0.064391038,0.020404827,-0.535525918,0.1196847,0.249726268,0.088015288,0.89,0
52212,45331.0,1.193631616,0.470848201,0.632667438,2.182443818,0.090967645,0.382517274,-0.183949366,0.152379698,-0.791044432,0.836238829,0.426414104,0.354493046,0.169311119,0.311648497,0.011811722,1.302678588,-1.255526598,0.535939051,-0.447246967,-0.112908982,-0.100469923,-0.362364835,-0.039211565,-0.533588655,0.380671503,-0.095467782,0.000197418,0.011318712,0.77,0
84937,60530.0,1.176546453,-0.161831309,1.243811602,0.865075646,-1.085756592,-0.300278562,-0.615639841,0.067731357,0.917429263,-0.243890247,-0.717464873,0.486576278,0.130656612,-0.423529572,0.190750764,0.159088773,-0.179089916,-0.245904213,-0.041969911,-0.089740848,-0.089217178,-0.064529149,0.028374253,0.436573882,0.256404746,0.315814988,0.016959881,0.027971621,11.5,0
155382,105280.0,-0.436609545,1.248585162,-1.378980574,-1.094621993,1.366870403,-0.853394941,1.262892204,0.020768904,0.463334038,-0.938046087,0.736968443,-1.93193965,1.865433536,2.549460919,-1.614835213,-0.089754018,-0.140334308,0.728714101,0.318043216,-0.066955737,0.154222476,0.672942893,-0.245173076,-1.038571597,-0.177448163,0.092590453,0.230151612,0.169325578,38.52,0
234574,148028.0,-1.053839609,4.362800684,-6.023533637,5.304534323,1.480738298,-2.193821452,-1.530816792,0.626857424,-4.037021409,-6.285424475,3.536145482,-7.959628432,-1.673428523,-12.45799893,-0.21388479,-1.424131271,-3.243685932,0.059956108,-1.802332497,0.531574093,0.397954324,-0.945401783,-0.376137523,-0.22048042,0.264002965,0.048934775,0.84721984,0.531931799,0.0,1
130218,79310.0,1.203987176,-0.367084572,0.89111787,-0.778921347,-0.986572191,-0.345183345,-0.622405436,0.081936922,1.755252061,-1.136063363,-0.146719646,1.045617216,0.351304849,-0.202454017,1.478847458,-0.754341003,0.110012932,-0.311838292,0.194781705,-0.131101628,0.020031197,0.362478124,-0.011080782,0.109359792,0.441293639,-0.658267565,0.112826336,0.032770417,1.0,0
138650,82776.0,1.256197114,0.382597772,0.314187679,0.689830805,-0.336645252,-1.063868299,0.113954499,-0.226450633,-0.027625887,-0.294415028,0.001733447,0.446092128,0.622737925,-0.366422069,1.050420452,0.459885059,-0.02787339,-0.347896826,-0.201218672,-0.054942474,-0.282913074,-0.797489241,0.124441451,0.356244438,0.22942684,0.093052433,-0.020515187,0.031710774,1.98,0
195720,131187.0,-2.708300362,-1.814069838,0.550033674,3.966922804,1.726264342,-0.410410984,-1.739493272,0.695148852,-0.782090478,1.32271899,-0.239949282,0.237122852,-0.231860842,0.237308498,-1.103311899,1.604700549,-0.988854041,0.702432488,-1.102152759,-0.920219343,0.150897037,0.50495612,-1.454353505,-0.270233668,-0.950358285,-0.010006989,0.401817981,-0.981708324,15.13,0
191376,129229.0,2.067710986,-1.61589535,-0.779342479,-1.394144749,-1.437992539,-0.773978609,-0.918265485,-0.340931613,-1.348535025,1.454452649,-0.750233869,0.098647869,2.085211146,-0.793661148,-0.239138636,-0.603573764,0.414089341,-0.294901828,-0.279528496,-0.116559642,-0.071461595,0.164167674,0.135789089,-0.053571502,-0.244426722,-0.187704196,0.014083156,-0.024935027,126.05,0
253919,156492.0,2.08797912,0.504850975,-3.400012171,0.50613266,1.399765306,-1.027361426,0.581873614,-0.186953645,0.055016702,-0.834241857,1.091299239,-0.678640394,-1.957752135,-1.900424481,-0.431076812,0.677656644,1.918189852,1.314715786,0.096177985,-0.217840157,-0.06170747,-0.082075997,-0.083112356,0.003805849,0.35808511,0.700191762,-0.09410464,-0.031825623,0.76,0
3286,2833.0,1.232826858,0.494090713,-0.627687203,0.839234203,0.156776907,-1.026096595,0.225996426,-0.090047924,0.067775097,-0.710447233,0.146814244,-0.895909277,-1.684611084,-0.955057575,1.393020919,0.332072355,1.405468446,0.010231568,-0.7141178,-0.203024505,-0.144398523,-0.400420217,-0.034893903,-0.080941201,0.444532419,0.403869295,-0.024504977,0.036082473,0.76,0
272521,165132.0,-7.503926237,-0.36062801,-3.830952283,2.486102856,2.497366775,1.332436943,-6.783963787,-15.41538492,0.465511605,-0.394381262,1.054107212,0.974058516,-1.453668019,-1.425619905,0.577661575,0.836807763,2.844949618,1.613509558,2.548312655,-0.475126443,-6.389131866,2.249964393,1.670508267,0.140450002,0.162147414,1.207730909,1.268958468,0.097538236,12.31,1
84645,60400.0,-0.288351668,0.709121619,1.888339943,0.418529709,-0.466616868,-0.792636191,0.502309901,-0.050232691,0.037075363,-0.638100955,-0.476853805,0.301789535,-0.305514154,-0.259410284,-0.643461153,-0.607880849,0.301497439,-0.56491175,0.128377544,-0.100859574,0.015095695,0.252731724,-0.170092813,0.982845241,0.074683762,0.365221588,0.010991978,0.021180758,2.98,0
